split,case,audit,eval_gt,target,frame,proposal_source,geom_d_norm,geom_d_px,p_separated,p_ambiguous,p_contact,contact_score,motion_any_video,motion_trace,motion_column,roi_dir,pre_12,post_12,order_factor_12,future_score_12,ordered_score_12,pre_24,post_24,order_factor_24,future_score_24,ordered_score_24,pre_36,post_36,order_factor_36,future_score_36,ordered_score_36,event_p_separated,event_p_ambiguous,event_p_contact,contact_event_score
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,59,GLOBAL_CLOSEST,0.0,0.0,0.0014573367025179,0.9757460817286776,0.0227965815688045,51.06696224331433,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0059,0,1,1.0,51.06696224331433,51.06696224331433,0,1,1.0,51.06696224331433,51.06696224331433,0,1,1.0,51.06696224331433,51.06696224331433,0.99273090556535,0.0040865140738799025,0.003182580360769984,0.5225837397709935
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,71,GLOBAL_CLOSEST,0.0,0.0,0.0067373961830879,0.9900800832074564,0.0031825206094557,49.82225622131839,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0071,1,1,0.5,49.82225622131839,24.911128110659195,1,1,0.5,49.82225622131839,24.911128110659195,1,1,0.5,49.82225622131839,24.911128110659195,0.9975846965609664,0.0015034281633104004,0.0009118752757232099,0.16635893573784102
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,76,TEMPORAL_BIN,0.0,0.0,0.0227946624629857,0.97067455739856,0.0065307801384543,49.18680588377343,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0076,1,1,0.5,49.18680588377343,24.593402941886715,1,1,0.5,49.18680588377343,24.593402941886715,1,1,0.5,49.18680588377343,24.593402941886715,0.9973593829329569,0.0019304457597385802,0.0007101713073044092,0.16753941871736994
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,85,GLOBAL_CLOSEST,0.0,0.0,0.0031820444569159,0.9857115290825572,0.011106426460527,50.39621910018056,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0085,1,1,0.5,50.39621910018056,25.19810955009028,1,1,0.5,50.39621910018056,25.19810955009028,1,1,0.5,50.39621910018056,25.19810955009028,0.9771570642514806,0.01775581078614639,0.005087124962372845,1.396503035544604
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,97,GLOBAL_CLOSEST,0.0,0.0,0.0052471755666605,0.9922742341992892,0.0024785902340503,49.86157073336949,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0097,1,1,0.5,49.86157073336949,24.930785366684745,1,1,0.5,49.86157073336949,24.930785366684745,1,1,0.5,49.86157073336949,24.930785366684745,0.9741172461885829,0.02279745392711712,0.003085299884300024,1.4484026847858584
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,99,TEMPORAL_BIN,0.0,0.0,0.0177558107861463,0.9771570642514806,0.0050871249623728,49.36656570881132,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0099,1,1,0.5,49.36656570881132,24.683282854405658,1,1,0.5,49.36656570881132,24.683282854405658,1,1,0.5,49.36656570881132,24.683282854405658,0.9771570642514806,0.01775581078614639,0.005087124962372845,1.396503035544604
PRIMARY9,Cosmos3_seed103_0011,CONTACT,1.0,white cup,123,TEMPORAL_BIN,0.0,0.0,0.0024030576911515,0.9837683000887516,0.0138286422200965,50.57127922644724,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0011/frame_0123,1,1,0.5,50.57127922644724,25.28563961322362,1,1,0.5,50.57127922644724,25.28563961322362,1,1,0.5,50.57127922644724,25.28563961322362,0.9754044378326381,0.013827047076566618,0.010768515090795261,1.7682038629078571
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,33,TEMPORAL_BIN,0.8271100410303469,35.72821044921875,0.995912188792409,0.0040867435108774,1.0676967137137815e-06,0.2044439452152415,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0033,0,1,1.0,0.2044439452152415,0.2044439452152415,0,1,1.0,0.2044439452152415,0.2044439452152415,1,1,0.5,0.2044439452152415,0.1022219726076207,0.9999873255582665,4.7851172086802326e-06,7.889324524744324e-06,0.0010281883129084441
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,64,TEMPORAL_BIN,0.1729274014806718,7.387199878692627,0.0111078027997237,0.98884680214905,4.539505122600239e-05,49.44687961257511,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0064,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.999615331430179,0.0002612586988646745,0.00012340987095630916,0.025403922038864643
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,78,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0222165791533255,0.9549999833106996,0.011107914338177,0.988856731605378,3.5354056444824225e-05,49.44637198591339,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0078,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9987526610522786,0.0009118778381910737,0.00033546110953035506,0.07914000286258918
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,105,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0015034304631188,0.9980658294974516,0.0004307400394292,49.94636547881552,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0105,0,0,0.0,0.0,0.0,0,1,1.0,49.94636547881552,49.94636547881552,0,1,1.0,49.94636547881552,49.94636547881552,0.9913324601524933,0.006737277520193087,0.0019302623273136457,0.5298901087410189
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,117,GLOBAL_CLOSEST,0.0,0.0,0.0019303338833418,0.9928224745987114,0.0052471915179468,50.16584288173025,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0117,0,1,1.0,50.16584288173025,50.16584288173025,0,1,1.0,50.16584288173025,50.16584288173025,0,1,1.0,50.16584288173025,50.16584288173025,0.9604128890623976,0.028818444855691763,0.010768666081910534,2.5177888509756414
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,127,TEMPORAL_BIN,0.0,0.0,0.0001584672932752,0.9705721227616628,0.0292694099450616,51.45554713258931,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0127,0,1,1.0,51.45554713258931,51.45554713258931,0,1,1.0,51.45554713258931,51.45554713258931,0,1,1.0,51.45554713258931,51.45554713258931,0.8421164512966889,0.08875842095746,0.06912512774585125,11.350433822458125
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,129,GLOBAL_CLOSEST,0.0,0.0,0.000108874274675,0.8804959860167698,0.119395139708555,55.964313271694,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0129,1,1,0.5,55.964313271694,27.982156635847,1,1,0.5,55.964313271694,27.982156635847,1,1,0.5,55.964313271694,27.982156635847,0.6483336312672467,0.11222425844821185,0.2394421102845415,29.55542395086474
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,141,GLOBAL_CLOSEST,0.0,0.0,0.0001157200788287,0.5621114457767998,0.4377728341443713,71.88285570327713,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0141,1,1,0.5,71.88285570327713,35.941427851638565,1,1,0.5,71.88285570327713,35.941427851638565,1,1,0.5,71.88285570327713,35.941427851638565,0.4220621543877691,0.15587569122446177,0.4220621543877691,50.0
PRIMARY9,Cosmos3_seed103_0022,CONTACT,1.0,brown paper cup,166,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0003354602926488,0.9955777967181012,0.0040867429892501,50.18756413483008,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed103_0022/frame_0166,1,1,0.5,50.18756413483008,25.09378206741504,1,1,0.5,50.18756413483008,25.09378206741504,1,1,0.5,50.18756413483008,25.09378206741504,0.9757125445609847,0.017755552651786265,0.006531902787229251,1.5409679113122383
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,30,TEMPORAL_BIN,2.827613600840885,49.6600341796875,0.8805817538082987,0.1194067698097874,1.1476381913733338e-05,5.971486128680746,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0030,0,1,1.0,5.971486128680746,5.971486128680746,0,1,1.0,5.971486128680746,5.971486128680746,1,1,0.5,5.971486128680746,2.985743064340373,0.9999510181475868,2.1445406016711912e-05,2.753644639664631e-05,0.0038259149405002264
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,59,TEMPORAL_BIN,0.293417935999921,4.775000095367432,0.0007101622125168,0.9952031364189352,0.0040867013685477,50.168826957801535,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0059,0,1,1.0,50.168826957801535,50.168826957801535,1,1,0.5,50.168826957801535,25.084413478900768,1,1,0.5,50.168826957801535,25.084413478900768,0.9968986928893709,0.001930437549933696,0.0011708695606953243,0.2136088335662172
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,75,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0005530846763547,0.9975164601186504,0.0019304552049949,50.06886852643202,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0075,1,1,0.5,50.06886852643202,25.03443426321601,1,1,0.5,50.06886852643202,25.03443426321601,1,1,0.5,50.06886852643202,25.03443426321601,0.9968986928893709,0.001930437549933696,0.0011708695606953243,0.2136088335662172
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,111,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0024787214054187,0.9972600232805452,0.000261255314036,49.88912669543086,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0111,1,1,0.5,49.88912669543086,24.94456334771543,1,1,0.5,49.88912669543086,24.94456334771543,1,1,0.5,49.88912669543086,24.94456334771543,0.9988268581910534,0.0009118829652324387,0.00026125884371418765,0.0717200326330407
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,118,TEMPORAL_BIN,0.0,0.0,0.0002612319369981,0.991087954403262,0.0086508136597399,50.419479086137095,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0118,1,1,0.5,50.419479086137095,25.209739543068547,1,1,0.5,50.419479086137095,25.209739543068547,1,1,0.5,50.419479086137095,25.209739543068547,0.9900800832074563,0.006737396183087978,0.0031825206094557384,0.6551218700999727
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,123,GLOBAL_CLOSEST,0.0,0.0,0.0004307197066501,0.9928316904769562,0.0067375898163935,50.31534350548717,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0123,1,1,0.5,50.31534350548717,25.157671752743585,1,1,0.5,50.31534350548717,25.157671752743585,1,1,0.5,50.31534350548717,25.157671752743585,0.9960178992848394,0.0024786957479371948,0.0015034049672232458,0.2742752841191843
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,135,GLOBAL_CLOSEST,0.0,0.0,0.0006671109397348,0.9518283113358874,0.0475045777243776,52.34187333923214,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0135,1,1,0.5,52.34187333923214,26.17093666961607,1,1,0.5,52.34187333923214,26.17093666961607,1,1,0.5,52.34187333923214,26.17093666961607,0.9604128890623976,0.028818444855691763,0.010768666081910534,2.5177888509756414
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,146,TEMPORAL_BIN,0.0,0.0,0.0129875066035572,0.9122745531409704,0.0747379402554726,53.08752168259577,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0146,1,1,0.5,53.08752168259577,26.543760841297885,1,1,0.5,53.08752168259577,26.543760841297885,1,1,0.5,53.08752168259577,26.543760841297885,0.9495992389678247,0.01340057818782558,0.0370001828443497,4.37004719382625
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,147,GLOBAL_CLOSEST,0.0,0.0,0.0283653584724279,0.9352128002955156,0.0364218412320564,50.40282413798143,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0147,1,1,0.5,50.40282413798143,25.201412068990717,1,1,0.5,50.40282413798143,25.201412068990717,1,1,0.5,50.40282413798143,25.201412068990717,0.9777838240681854,0.00838750991943458,0.013828666012380109,1.80224209720974
FRESH20,Cosmos3_seed101_0004,CONTACT,1.0,yellow cube,159,GLOBAL_CLOSEST,0.0,0.0,0.0001159095514886,0.952386457390968,0.0474976330575434,52.36908617530275,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0004_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0004/frame_0159,1,1,0.5,52.36908617530275,26.18454308765137,1,1,0.5,52.36908617530275,26.18454308765137,1,1,0.5,52.36908617530275,26.18454308765137,0.883592557705209,0.04394854361705695,0.07245889867773414,9.44331704862626
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,33,TEMPORAL_BIN,1.6396912368059189,55.390045166015625,0.976849275586535,0.0231478227592136,2.901654251220049e-06,1.1576813033858029,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0033,1,1,0.5,1.1576813033858029,0.5788406516929014,1,1,0.5,1.1576813033858029,0.5788406516929014,1,1,0.5,1.1576813033858029,0.5788406516929014,0.999981980581916,1.01300934063847e-05,7.889324677478877e-06,0.0012954371380671226
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,60,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0005031975267108,0.9036043275103895,0.0958924749628996,54.76946387180944,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0060,1,1,0.5,54.76946387180944,27.38473193590472,1,1,0.5,54.76946387180944,27.38473193590472,1,1,0.5,54.76946387180944,27.38473193590472,0.9065328106564431,0.035287665175449304,0.05817952416810743,7.582335675583208
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,65,TEMPORAL_BIN,0.0,0.0,0.0019301002477848,0.9869629397013528,0.0111069600508621,50.458842990153855,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0065,1,1,0.5,50.458842990153855,25.229421495076927,1,1,0.5,50.458842990153855,25.229421495076927,1,1,0.5,50.458842990153855,25.229421495076927,0.9959053931592977,0.0031827373288429283,0.0009118695118594872,0.25032381762809514
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,72,GLOBAL_CLOSEST,0.0,0.0,0.0004883934522767,0.6796971332593206,0.3198144732884026,65.9663039918063,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0072,0,1,1.0,65.9663039918063,65.9663039918063,1,1,0.5,65.9663039918063,32.98315199590315,1,1,0.5,65.9663039918063,32.98315199590315,0.8421164512966889,0.08875842095746,0.06912512774585125,11.350433822458125
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,84,GLOBAL_CLOSEST,0.0,0.0,0.0002304588146079,0.8803889196606254,0.1193806215247666,55.95750813550793,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0084,1,1,0.5,55.95750813550793,27.978754067753965,1,1,0.5,55.95750813550793,27.978754067753965,1,1,0.5,55.95750813550793,27.978754067753965,0.8064319313905771,0.08474864911535544,0.10881941949406747,15.119374405174518
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,96,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0007804117731515,0.8516567782191166,0.1475628100077319,57.33911991172902,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0096,1,1,0.5,57.33911991172902,28.66955995586451,1,1,0.5,57.33911991172902,28.66955995586451,1,1,0.5,57.33911991172902,28.66955995586451,0.887128078773841,0.05643596061307948,0.05643596061307948,8.465394091961922
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,108,GLOBAL_CLOSEST,0.0,0.0,9.608267598978867e-05,0.6219404664687462,0.3779634508552641,68.89336840896372,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0108,1,1,0.5,68.89336840896372,34.44668420448186,1,1,0.5,68.89336840896372,34.44668420448186,1,1,0.5,68.89336840896372,34.44668420448186,0.715568665843051,0.15935340973787987,0.12507792441906904,20.475462928800898
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,123,GLOBAL_CLOSEST,0.0,0.0,0.000345920553995,0.6217850672511852,0.3778690121948196,68.87615458204121,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0123,1,1,0.5,68.87615458204121,34.438077291020605,1,1,0.5,68.87615458204121,34.438077291020605,1,1,0.5,68.87615458204121,34.438077291020605,0.883592557705209,0.04394854361705695,0.07245889867773414,9.44331704862626
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,154,TEMPORAL_BIN,0.0,0.0,9.012519496075922e-05,0.5621258346190534,0.4377840401859858,71.88469574955126,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0154,1,1,0.5,71.88469574955126,35.94234787477563,1,1,0.5,71.88469574955126,35.94234787477563,1,1,0.5,71.88469574955126,35.94234787477563,0.7417146644578869,0.12914266777105662,0.12914266777105662,19.371400165658493
FRESH20,Cosmos3_seed101_0014,PENETRATION,,white cup,158,TEMPORAL_BIN,0.0,0.0,0.0001399758437087,0.679934067426137,0.3199259567301542,65.98929904432227,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/FRESH20/Cosmos3_seed101_0014/frame_0158,1,1,0.5,65.98929904432227,32.99464952216113,1,1,0.5,65.98929904432227,32.99464952216113,1,1,0.5,65.98929904432227,32.99464952216113,0.807971082998505,0.14067881645101432,0.05135010055048076,12.16895087759879
